episode,total_reward
281, 2.1890365448505293
282, -0.07399267399266507
283, 56.6419354838709
284, 61.384210526315684
285, 52.65245901639342
286, 105.98111888111906
287, 60.58458781361997
288, 51.2145400593471
289, 35.20842911877393
290, 54.84532374100715
291, 56.20769230769222
292, 95.10485436893238
293, 50.224999999999945
294, 56.56435986159163
295, 61.627272727272604
296, 12.709523809523832
297, 51.86296296296288
298, 2.3518771331058166
299, 52.233333333333285
300, 154.8731343283585
301, 100.67164179104506
302, 34.80163934426225
303, 96.85949367088618
304, 8.833554817275786
305, 12.622695035461033
306, 50.757894736842
307, 26.44266211604086
308, 34.52737642585542
309, 26.57123287671224
310, 81.79459459459467
311, 45.37840531561454
312, 145.5335766423361
313, 41.23018867924519
314, 23.743205574912793
315, 31.4363957597173
316, 68.12530120481932
317, 5.111295681063157
318, 5.1337662337662735
319, 56.31573033707857
320, 10.797810218978109
321, 4.823566878980932
322, 13.547887323943614
323, 8.50784313725494
324, 73.11052631578956
325, 22.889297658862887
326, 50.333447098976045
327, 10.32857142857147
328, 24.194117647058736
329, 61.143346007604464
330, 2.6457044673539842
331, 32.40379746835437
332, 35.87986577181201
333, 75.52260536398474
334, 8.833554817275786
335, 80.65000000000013
336, 8.900000000000041
337, 24.23568904593635
338, 35.87986577181203
339, 11.415384615384642
340, 21.158064516128945
341, 80.67042253521139
342, 68.86666666666675
343, 19.101342281879173
344, 38.58944099378877
345, 50.54362139917694
346, 58.84244604316537
347, 21.638095238095175
348, 11.040221402214023
349, 25.530036630036573
350, 39.435114503816756
351, 27.094444444444406
352, 13.423472668810332
353, 53.41612903225797
354, 27.09444444444441
355, 13.591358024691377
356, 25.144850498338858
357, 22.12259136212619
358, 23.50207612456739
359, 7.148175182481792
360, 40.67993527508082
361, 84.84095940959423
362, 72.80555555555564
363, 6.567844522968237
364, 21.15806451612899
365, 123.10506329113947
366, 132.19446254071698
367, 25.203630363036226
368, 48.82509363295872
369, 81.04095940959422
370, 34.5026058631921
371, 6.141379310344865
372, 16.58166089965393
373, 11.122222222222225
374, 62.25894039735088
375, 13.205555555555538
376, 63.10494699646639
377, 98.91111111111124
378, 19.788030888030878
379, 12.078807947019868
380, 14.07985611510787
381, 80.24929577464799
382, 8.205019305019343
383, 51.64509803921562
384, 0.9481927710843637
385, 33.017647058823435
386, 74.21329305135961
387, 148.42252559727
388, 53.41612903225799
389, 78.52258064516137
390, 85.62222222222238
391, 56.5886685552407
392, 23.98771929824555
393, 17.838906752411496
394, 18.42029520295194
395, 67.47142857142858
396, 8.767549668874212
397, 86.837748344371
398, 14.459105431309851
399, 5.566666666666707
400, 56.2758865248226
401, 80.15475285171111
402, 23.389297658862848
403, 65.82307692307695
404, 89.8411764705884
405, 10.718181818181845
406, 18.57359050445095
407, 9.102020202020233
408, 75.64788273615646
409, 54.19209621993119
410, 6.443859649122846
411, 42.77205387205384
412, 6.082130584192479
413, 104.28823529411783
414, 52.57041198501866
415, 12.429411764705886
416, 20.62846975088969
417, 67.92820512820516
418, 11.854982817869459
419, 70.83333333333337
420, 88.85853658536594
421, 17.930030030030046
422, 18.39852507374625
423, 76.23529411764719
424, 47.99209621993124
425, 17.93225806451605
426, 5.456291390728516
427, 20.545569620253122
428, 12.85209580838324
429, 8.636842105263195
430, 45.566666666666606
431, 3.44545454545458
432, 55.44006734006729
433, 73.53093525179861
434, 65.22307692307695
435, 7.215018315018353
436, 5.964846416382288
437, 39.624637681159356
438, 18.70132450331119
439, 94.46643598615931
440, 6.950541516245526
441, 6.443859649122846
442, 9.377815699658742
443, 24.899999999999913
444, 70.29934640522885
445, 6.693594306049862
446, 79.7566878980893
447, 20.14999999999992
448, 42.66344086021496
449, 24.487188612099562
450, 45.43710247349815
451, 19.31825095057029
452, 11.127272727272768
453, 17.838906752411496
454, 47.91639344262289
455, 8.38051948051952
456, 80.02807017543869
457, 64.43956834532378
458, 20.520553359683735
459, 11.888505747126423
460, 19.551340996168552
461, 88.3944444444446
462, 53.293939393939326
463, 102.02450592885386
464, 42.7130990415335
465, 10.241463414634186
466, 71.25294117647069
467, 17.676978417266145
468, 32.90951008645522
469, 83.96313993174076
470, 17.024999999999924
471, 46.47101449275353
472, 102.33278688524612
473, 50.68656716417907
474, 14.789967637540402
475, 8.31747572815538
476, 76.7615384615385
477, 56.24006734006729
478, 7.947619047619085
479, 83.39629629629643
480, 80.48358208955233
481, 40.41515151515144
482, 11.850819672131156
483, 7.350184501845053
484, 72.71558441558444
485, 7.0268882175227
486, 6.821146953405053
487, 6.505633802816941
488, 36.8041916167664
489, 6.082130584192479
490, 86.22359550561812
491, 9.034228187919503
492, 86.47355371900836
493, 10.176595744680872
494, 17.6769784172661
495, 30.711846689895417
496, 65.74107744107748
497, 22.122591362126183
498, 66.22500000000002
499, 15.390066225165489
500, 8.507843137254941
